id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,hour,day_of_week,month,day_name,distance_km,speed_kmh,cluster
id1468390,2,2016-05-12 19:50:16,2016-05-12 20:01:07,1,-74.00756072998048,40.74089813232422,-73.98751831054686,40.74153137207031,N,651,19,3,5,Thursday,1.6900114851757866,9.35,0
id3609971,1,2016-06-14 09:20:45,2016-06-14 09:43:13,1,-73.99090576171875,40.75627136230469,-73.97681427001953,40.75968933105469,N,1348,9,1,6,Tuesday,1.2462540290962034,3.33,0
id2070856,1,2016-04-22 18:19:25,2016-04-22 18:30:27,1,-73.986328125,40.761863708496094,-73.9959259033203,40.76723098754882,N,662,18,4,4,Friday,1.0047686515728333,5.46,0
id1679657,2,2016-01-25 19:06:22,2016-01-25 19:19:36,2,-73.97177124023438,40.79473114013672,-73.9874267578125,40.77919006347656,N,794,19,0,1,Monday,2.173370141638861,9.85,0
id1993773,2,2016-06-20 16:05:16,2016-06-20 16:14:30,1,-73.96346282958984,40.774356842041016,-73.97681427001953,40.78253555297852,N,554,16,0,6,Monday,1.4459983353980466,9.4,0
id3057004,1,2016-05-22 16:00:24,2016-05-22 16:20:58,1,-73.98204803466798,40.7627182006836,-73.95431518554686,40.7772216796875,N,1234,16,6,5,Sunday,2.8381557666117656,8.28,0
id1166781,1,2016-05-31 09:17:18,2016-05-31 09:51:17,1,-73.96150970458984,40.77388381958008,-73.98746490478516,40.750755310058594,N,2039,9,1,5,Tuesday,3.375289787350199,5.96,0
id3064364,2,2016-01-17 18:12:15,2016-01-17 18:22:43,2,-74.00080108642578,40.729389190673835,-74.00376892089844,40.71572113037109,N,628,18,6,1,Sunday,1.5402605533480134,8.83,0
id0440284,2,2016-06-22 19:37:14,2016-06-22 19:49:03,3,-73.97550964355469,40.75532150268555,-73.98450469970702,40.75715637207031,N,709,19,2,6,Wednesday,0.7846396205333495,3.98,0
id3275157,2,2016-05-20 18:17:57,2016-05-20 18:42:33,1,-74.01419067382812,40.71199035644531,-73.98580169677734,40.71966552734375,N,1476,18,4,5,Friday,2.540294073932035,6.2,0
id0037271,2,2016-06-11 17:53:59,2016-06-11 18:10:20,1,-73.96138000488281,40.76031112670898,-73.98512268066406,40.74782943725586,N,981,17,5,6,Saturday,2.4343092681285077,8.93,0
id3867663,2,2016-06-19 16:08:41,2016-06-19 16:13:32,1,-74.01187896728516,40.703250885009766,-74.01164245605469,40.7098503112793,N,291,16,6,6,Sunday,0.7340934765813529,9.08,0
id1954091,1,2016-01-28 16:52:31,2016-01-28 17:09:57,1,-74.0111083984375,40.72859573364258,-73.98979949951173,40.73103332519531,N,1046,16,3,1,Thursday,1.815893468326456,6.25,0
id3375447,2,2016-04-30 16:10:37,2016-04-30 16:15:26,2,-73.97032165527342,40.7561912536621,-73.97154235839844,40.7628173828125,N,289,16,5,4,Saturday,0.7439308548338409,9.27,0
id3168539,1,2016-02-11 18:19:06,2016-02-11 18:31:58,1,-74.00349426269531,40.749706268310554,-73.9879379272461,40.75979995727539,N,772,18,3,2,Thursday,1.7253045575863108,8.05,0
id0631534,2,2016-02-17 16:48:47,2016-02-17 17:02:04,1,-73.98130798339844,40.747188568115234,-73.99366760253906,40.7620506286621,N,797,16,2,2,Wednesday,1.9531680845338086,8.82,0
id3801695,2,2016-04-21 19:36:06,2016-04-21 19:46:28,1,-73.99137878417967,40.74974060058594,-73.97895050048828,40.76153945922852,N,622,19,3,4,Thursday,1.6784343971735471,9.71,0
id3979190,2,2016-06-04 19:20:15,2016-06-04 19:31:16,2,-73.97505950927734,40.76205825805664,-73.97618103027344,40.759803771972656,N,661,19,5,6,Saturday,0.267892853260019,1.46,0
id2284983,1,2016-02-14 17:39:39,2016-02-14 17:53:04,1,-73.99072265625,40.769832611083984,-73.99640655517578,40.7532615661621,N,805,17,6,2,Sunday,1.903785939333914,8.51,0
id0380588,2,2016-04-29 18:33:42,2016-04-29 18:40:49,1,-74.00859069824217,40.733306884765625,-74.00088500976561,40.739105224609375,N,427,18,4,4,Friday,0.9149929551531416,7.71,0
id3675962,2,2016-06-07 09:07:10,2016-06-07 09:27:33,1,-73.96089935302734,40.7750358581543,-73.97183990478516,40.760589599609375,N,1223,9,1,6,Tuesday,1.8518261978535886,5.45,0
id2877092,1,2016-02-18 08:49:05,2016-02-18 09:07:05,2,-73.9847183227539,40.76862335205078,-73.9735336303711,40.75376129150391,N,1080,8,3,2,Thursday,1.9022154397013997,6.34,0
id0246085,1,2016-05-16 07:04:41,2016-05-16 07:16:17,1,-73.9892349243164,40.7682991027832,-73.97035217285155,40.76256942749024,N,696,7,0,5,Monday,1.7131406064160832,8.86,0
id2207169,1,2016-06-13 16:47:30,2016-06-13 16:57:05,4,-73.97962188720702,40.75152206420898,-73.9861068725586,40.75984573364258,N,575,16,0,6,Monday,1.074714520346688,6.73,0
id0285015,1,2016-01-22 09:51:00,2016-01-22 10:10:16,1,-74.0042266845703,40.72086334228516,-73.98798370361328,40.73200607299805,N,1156,9,4,1,Friday,1.8462496399020452,5.75,0
id0197486,1,2016-04-15 18:41:20,2016-04-15 18:48:44,1,-73.97748565673827,40.74245071411133,-73.97281646728516,40.73678588867188,N,444,18,4,4,Friday,0.7426459334509914,6.02,0
id0957424,1,2016-05-17 08:43:22,2016-05-17 08:58:38,1,-73.97661590576173,40.75226211547852,-73.98250579833984,40.758079528808594,N,916,8,1,5,Tuesday,0.8152069669873809,3.2,0
id3243490,1,2016-04-11 18:17:54,2016-04-11 18:27:40,1,-73.97327423095702,40.755069732666016,-73.97067260742188,40.763893127441406,N,586,18,0,4,Monday,1.0052884199431114,6.18,0
id0454030,1,2016-02-17 09:36:27,2016-02-17 10:01:45,1,-73.97811126708984,40.73432540893555,-73.9783706665039,40.75062942504882,N,1518,9,2,2,Wednesday,1.813055586292478,4.3,0
id1330200,1,2016-02-28 09:48:43,2016-02-28 10:18:39,1,-73.97967529296875,40.784027099609375,-73.93759155273438,40.80440902709961,N,1796,9,6,2,Sunday,4.205579470188796,8.43,0
id2306766,1,2016-03-11 09:23:33,2016-03-11 09:42:23,1,-74.00894927978516,40.70346832275391,-73.9949722290039,40.72551727294922,N,1130,9,4,3,Friday,2.720057858967643,8.67,0
id0639789,2,2016-02-24 08:35:51,2016-02-24 08:48:16,1,-74.01226043701173,40.70760345458984,-74.00308990478516,40.715526580810554,N,745,8,2,2,Wednesday,1.172019507511627,5.66,0
id1886712,2,2016-04-04 18:31:22,2016-04-04 18:43:18,6,-73.97303009033203,40.7588996887207,-73.9622573852539,40.76757049560546,N,716,18,0,4,Monday,1.3239141466817559,6.66,0
id0906311,1,2016-04-23 16:38:36,2016-04-23 16:45:45,1,-73.9793243408203,40.75043487548828,-73.96859741210938,40.753700256347656,N,429,16,5,4,Saturday,0.9738041181599298,8.17,0
id3180702,2,2016-01-30 17:48:08,2016-01-30 17:54:32,3,-73.96797943115233,40.75968933105469,-73.97689819335938,40.758399963378906,N,384,17,5,1,Saturday,0.7647504054734183,7.17,0
id3539957,1,2016-06-08 07:44:06,2016-06-08 08:00:03,1,-73.9552230834961,40.772987365722656,-73.97959899902342,40.758697509765625,N,957,7,2,6,Wednesday,2.5959745680315325,9.77,0
id1481007,2,2016-01-15 08:12:15,2016-01-15 08:22:24,3,-73.95196533203125,40.76919555664063,-73.96627044677734,40.75981903076172,N,609,8,4,1,Friday,1.5932713190536358,9.42,0
id2068308,2,2016-04-04 17:35:32,2016-04-04 17:41:06,1,-73.96997833251953,40.78559112548828,-73.9803009033203,40.78512954711913,N,334,17,0,4,Monday,0.8705980074981612,9.38,0
id0857497,1,2016-03-05 09:15:10,2016-03-05 09:20:41,2,-73.98931884765625,40.75640869140625,-73.99214172363281,40.749168395996094,N,331,9,5,3,Saturday,0.8394644589413354,9.13,0
id1977898,1,2016-06-10 18:13:35,2016-06-10 18:32:20,1,-73.99642944335938,40.743045806884766,-73.98787689208984,40.72117233276367,N,1125,18,4,6,Friday,2.536732261416728,8.12,0
id3355129,2,2016-01-12 08:08:42,2016-01-12 08:13:17,1,-73.96742248535155,40.76057815551758,-73.9686508178711,40.76418685913086,N,275,8,1,1,Tuesday,0.4143906439437422,5.42,0
id3756791,1,2016-05-12 09:37:24,2016-05-12 09:48:55,1,-74.00208282470702,40.755664825439446,-74.00634002685547,40.74967956542969,N,691,9,3,5,Thursday,0.7559931866521269,3.94,0
id1602848,1,2016-06-13 08:48:37,2016-06-13 09:10:24,1,-73.96170806884764,40.76028060913086,-73.9733123779297,40.749542236328125,N,1307,8,0,6,Monday,1.5431004968318744,4.25,0
id3814573,2,2016-04-07 19:43:31,2016-04-07 19:53:05,1,-73.96653747558594,40.76734161376953,-73.97207641601561,40.75510025024414,N,574,19,3,4,Thursday,1.4388999657636203,9.02,0
id3427838,1,2016-06-02 08:31:53,2016-06-02 08:45:13,1,-73.98058319091797,40.74518585205078,-73.98545074462889,40.7535285949707,N,800,8,3,6,Thursday,1.0142488560192295,4.56,0
id1727929,1,2016-01-03 17:33:50,2016-01-03 17:42:08,1,-73.98997497558594,40.75613784790039,-73.98986053466798,40.766307830810554,N,498,17,6,1,Sunday,1.1308915791557914,8.18,0
id3224070,2,2016-03-10 16:05:27,2016-03-10 16:18:19,2,-73.9791488647461,40.75885009765625,-73.9916000366211,40.750049591064446,N,772,16,3,3,Thursday,1.434416357393637,6.69,0
id3548316,1,2016-01-09 17:02:47,2016-01-09 17:10:09,1,-73.99832153320312,40.726104736328125,-74.00418090820312,40.721038818359375,N,442,17,5,1,Saturday,0.7490828463391965,6.1,0
id1631481,1,2016-05-12 08:37:40,2016-05-12 08:48:42,1,-73.9651641845703,40.76416778564453,-73.97380828857422,40.754878997802734,N,662,8,3,5,Thursday,1.2636742621623505,6.87,0
id2575328,2,2016-02-23 19:03:02,2016-02-23 19:20:21,1,-73.96199035644531,40.769561767578125,-73.98197174072266,40.76423645019531,N,1039,19,1,2,Tuesday,1.783898196823443,6.18,0
id2796921,2,2016-03-26 17:58:42,2016-03-26 18:12:00,1,-73.99978637695312,40.756568908691406,-73.99040222167967,40.7393798828125,N,798,17,5,3,Saturday,2.0683604315191437,9.33,0
id1540497,2,2016-06-11 18:31:04,2016-06-11 18:43:49,1,-73.99189758300781,40.7382698059082,-74.0054931640625,40.727249145507805,N,765,18,5,6,Saturday,1.677497752259113,7.89,0
id2066636,1,2016-01-05 18:06:06,2016-01-05 18:14:48,1,-74.00555419921875,40.751007080078125,-73.99031829833984,40.75634765625,N,522,18,1,1,Tuesday,1.4140963267081166,9.75,0
id0761618,2,2016-06-23 07:27:39,2016-06-23 07:34:52,1,-73.97631072998048,40.756511688232415,-73.98674774169923,40.76187896728516,N,433,7,3,6,Thursday,1.0625170088434717,8.83,0
id1591585,2,2016-05-03 08:02:46,2016-05-03 08:09:37,1,-74.01531982421875,40.71604919433594,-74.00215148925781,40.716758728027344,N,411,8,1,5,Tuesday,1.1126271370071361,9.75,0
id1300268,1,2016-01-24 19:38:01,2016-01-24 19:48:12,1,-73.97463989257811,40.75725555419922,-73.98123168945312,40.75314712524414,N,611,19,6,1,Sunday,0.7190149041401892,4.24,0
id1564482,2,2016-03-29 09:19:33,2016-03-29 09:37:49,1,-73.98555755615233,40.744941711425774,-73.99838256835938,40.754348754882805,N,1096,9,1,3,Tuesday,1.5037643449972582,4.94,0
id2165063,1,2016-05-03 08:47:39,2016-05-03 09:21:50,1,-73.95379638671875,40.767333984375,-73.98548126220702,40.75348663330078,N,2051,8,1,5,Tuesday,3.080981723125984,5.41,0
id3930070,1,2016-05-25 16:29:26,2016-05-25 17:03:20,1,-74.00608825683594,40.75105667114258,-73.96176147460938,40.76055908203125,N,2034,16,2,5,Wednesday,3.880278006132403,6.87,0
id0507456,2,2016-02-19 19:35:17,2016-02-19 19:49:26,1,-73.99402618408203,40.751140594482415,-73.98145294189453,40.74379348754882,N,849,19,4,2,Friday,1.3376404508898132,5.67,0
id2056040,1,2016-05-01 16:27:41,2016-05-01 16:41:09,1,-74.00102996826173,40.75738143920898,-73.98654174804686,40.74742889404297,N,808,16,6,5,Sunday,1.6474568036761617,7.34,0
id1862587,2,2016-01-23 09:26:15,2016-01-23 09:37:42,1,-73.95548248291014,40.773601531982415,-73.97787475585938,40.77372360229492,N,687,9,5,1,Saturday,1.8856439216040894,9.88,0
id2082497,1,2016-04-27 09:17:22,2016-04-27 09:25:20,1,-73.97705841064453,40.756206512451165,-73.9818344116211,40.76289749145508,N,478,9,2,4,Wednesday,0.8457857121070048,6.37,0
id1864605,1,2016-05-10 08:46:25,2016-05-10 08:56:26,1,-73.96733093261719,40.757450103759766,-73.96456146240233,40.76233673095703,N,601,8,1,5,Tuesday,0.5913191535674533,3.54,0
id1791019,1,2016-05-24 17:32:23,2016-05-24 17:34:09,1,-73.97512054443358,40.790306091308594,-73.97707366943358,40.79205703735352,N,106,17,1,5,Tuesday,0.2548371519910124,8.65,0
id3284822,1,2016-06-27 08:38:55,2016-06-27 09:02:04,1,-73.96284484863281,40.76825714111328,-73.98336791992188,40.76149368286133,N,1389,8,0,6,Monday,1.8849519066444715,4.89,0
id0799205,1,2016-05-21 18:42:36,2016-05-21 18:53:49,1,-73.97206115722656,40.75675201416016,-73.98085021972656,40.750244140625,N,673,18,5,5,Saturday,1.03525119625182,5.54,0
id3546112,1,2016-01-13 08:05:08,2016-01-13 08:11:39,1,-73.98768615722656,40.73296737670898,-73.99422454833984,40.74088287353516,N,391,8,2,1,Wednesday,1.0383456116491252,9.56,0
id2961930,2,2016-05-17 08:11:26,2016-05-17 08:25:06,1,-73.98119354248048,40.7414665222168,-73.97589874267578,40.75591659545898,N,820,8,1,5,Tuesday,1.6675332390963273,7.32,0
id3001278,1,2016-01-12 17:46:12,2016-01-12 17:58:23,1,-73.99611663818358,40.763668060302734,-73.98261260986328,40.75408172607422,N,731,17,1,1,Tuesday,1.5588181483449026,7.68,0
id3821364,1,2016-05-01 17:15:24,2016-05-01 17:25:39,3,-73.99054718017578,40.75140380859375,-73.99078369140625,40.76610565185546,N,615,17,6,5,Sunday,1.6348917487369412,9.57,0
id0419099,1,2016-05-20 18:04:53,2016-05-20 18:20:14,4,-73.98600006103516,40.75837326049805,-73.9744415283203,40.76201629638672,N,921,18,4,5,Friday,1.0544286230108608,4.12,0
id3233134,1,2016-05-12 09:52:34,2016-05-12 10:43:39,1,-73.97471618652342,40.7779426574707,-74.00109100341797,40.71474456787109,N,3065,9,3,5,Thursday,7.370192485057623,8.66,0
id1858296,1,2016-04-09 19:03:59,2016-04-09 19:14:24,1,-73.98241424560547,40.776248931884766,-73.9786605834961,40.76286697387695,N,625,19,5,4,Saturday,1.5212114114706075,8.76,0
id0281641,1,2016-05-20 19:12:56,2016-05-20 19:16:06,1,-73.958984375,40.77169036865234,-73.96405029296875,40.77096939086913,N,190,19,4,5,Friday,0.4340702598724916,8.22,0
id0355539,1,2016-01-28 17:51:03,2016-01-28 17:58:14,1,-74.00318908691406,40.71388626098633,-74.0063247680664,40.70518493652344,N,431,17,3,1,Thursday,1.002993218298426,8.38,0
id1083058,1,2016-04-05 19:47:59,2016-04-05 19:58:53,1,-73.9871597290039,40.73348617553711,-74.00261688232422,40.72834396362305,N,654,19,1,4,Tuesday,1.422427913933934,7.83,0
id3264699,2,2016-03-14 18:14:07,2016-03-14 18:20:26,5,-73.98782348632812,40.740909576416016,-73.99801635742188,40.73796081542969,N,379,18,0,3,Monday,0.9192246539262836,8.73,0
id3070594,1,2016-02-28 16:30:09,2016-02-28 17:02:58,1,-74.00770568847656,40.74096298217773,-73.96747589111328,40.711132049560554,N,1969,16,6,2,Sunday,4.742932165913906,8.67,0
id3137769,2,2016-06-24 08:55:46,2016-06-24 09:00:02,2,-73.94972229003906,40.78048706054688,-73.95539093017578,40.77709579467773,N,256,8,4,6,Friday,0.6082908176846596,8.55,0
id3967490,2,2016-01-03 16:15:38,2016-01-03 16:28:41,1,-73.97803497314453,40.75891876220703,-73.9923095703125,40.74927520751953,N,783,16,6,1,Sunday,1.6110795172761379,7.41,0
id0733481,2,2016-03-10 09:19:16,2016-03-10 09:39:19,1,-73.9951629638672,40.7253303527832,-73.98638153076173,40.75379180908203,N,1203,9,3,3,Thursday,3.2500970800700015,9.73,0
id1860443,1,2016-05-26 08:43:39,2016-05-26 08:53:41,1,-73.9782943725586,40.75241470336913,-73.98187255859375,40.76474380493164,N,602,8,3,5,Thursday,1.4036693201863013,8.39,0
id2140368,1,2016-04-16 18:57:06,2016-04-16 20:01:48,2,-73.99806976318358,40.75595474243164,-73.99703979492188,40.71791458129882,N,3882,18,5,4,Saturday,4.2307629983911275,3.92,0
id2983406,2,2016-01-13 18:49:03,2016-01-13 19:07:35,1,-73.98792266845702,40.74346923828125,-73.99401092529298,40.72042846679688,N,1112,18,2,1,Wednesday,2.6128715100224262,8.46,0
id2330259,1,2016-05-13 09:31:14,2016-05-13 09:35:43,1,-74.00092315673827,40.731727600097656,-74.00393676757811,40.73150634765625,N,269,9,4,5,Friday,0.2551178761115548,3.41,0
id3476844,1,2016-05-04 16:49:49,2016-05-04 17:09:10,1,-73.98289489746092,40.76585388183594,-73.99126434326173,40.75021362304688,N,1161,16,2,5,Wednesday,1.8765561035326115,5.82,0
id1302463,1,2016-03-05 18:48:28,2016-03-05 18:56:39,1,-73.98984527587889,40.73392868041992,-73.97738647460938,40.73400115966797,N,491,18,5,3,Saturday,1.0497807904706893,7.7,0
id1852232,1,2016-03-30 09:21:37,2016-03-30 09:30:11,1,-73.9706039428711,40.75579452514648,-73.97427368164062,40.75032043457031,N,514,9,2,3,Wednesday,0.6826836185565237,4.78,0
id0343443,2,2016-01-13 16:58:55,2016-01-13 17:06:04,1,-73.974365234375,40.762451171875,-73.98175048828125,40.7683982849121,N,429,16,2,1,Wednesday,0.9078269176974157,7.62,0
id1727261,1,2016-04-29 16:36:20,2016-04-29 16:56:08,1,-73.96617889404298,40.78987884521485,-73.95189666748048,40.76616668701172,N,1188,16,4,4,Friday,2.8979752920606656,8.78,0
id2694049,1,2016-02-23 17:40:22,2016-02-23 17:49:27,1,-74.0052261352539,40.75146865844727,-73.99850463867188,40.75757598876953,N,545,17,1,2,Tuesday,0.8841508501952883,5.84,0
id3477460,1,2016-05-26 16:39:58,2016-05-26 16:58:14,2,-74.00656127929686,40.73296356201172,-73.9847412109375,40.72835540771485,N,1096,16,3,5,Thursday,1.9086662927546838,6.27,0
id1978901,2,2016-05-16 09:58:35,2016-05-16 10:35:35,5,-74.0082015991211,40.72238159179688,-73.96489715576173,40.76388168334961,N,2220,9,0,5,Monday,5.8825256389882785,9.54,0
id1678960,1,2016-04-22 09:17:32,2016-04-22 09:35:51,1,-73.97421264648438,40.73133087158203,-74.00252532958984,40.723190307617195,N,1099,9,4,4,Friday,2.5517479732391055,8.36,0
id2359643,1,2016-02-11 17:10:26,2016-02-11 17:28:51,1,-73.97683715820312,40.76419448852539,-73.9949493408203,40.75024032592773,N,1105,17,3,2,Thursday,2.175979549399501,7.09,0
id1216539,2,2016-03-19 18:03:52,2016-03-19 18:19:37,1,-73.99752044677734,40.716827392578125,-73.99456024169923,40.728546142578125,N,945,18,5,3,Saturday,1.3267295392461946,5.05,0
id2321245,2,2016-04-20 08:00:50,2016-04-20 08:24:16,5,-73.95120239257811,40.7703514099121,-73.97881317138672,40.754791259765625,N,1406,8,2,4,Wednesday,2.8984829962063197,7.42,0
id0211944,1,2016-05-20 19:28:41,2016-05-20 19:39:01,2,-74.00341033935547,40.73592376708984,-73.99017333984375,40.72641754150391,N,620,19,4,5,Friday,1.5366792705306627,8.92,0
id0936419,2,2016-05-31 16:29:50,2016-05-31 16:46:21,1,-73.96269226074217,40.76985168457031,-73.96247863769531,40.76060485839844,N,991,16,1,5,Tuesday,1.0283575438652908,3.74,0
id1152172,2,2016-04-28 18:04:17,2016-04-28 18:41:04,2,-73.9615707397461,40.770267486572266,-74.00675201416014,40.741565704345696,N,2207,18,3,4,Thursday,4.966721125245668,8.1,0
id3975991,2,2016-03-19 09:56:38,2016-03-19 10:04:37,1,-73.98162078857422,40.74008941650391,-73.99556732177734,40.74409103393555,N,479,9,5,3,Saturday,1.2563909065888508,9.44,0
id2499007,1,2016-05-27 09:17:10,2016-05-27 09:33:16,1,-73.95328521728516,40.78565216064453,-73.96247100830078,40.76390838623047,N,966,9,4,5,Friday,2.538512216006233,9.46,0
id3123703,1,2016-03-25 17:52:00,2016-03-25 17:54:56,1,-73.97272491455078,40.763229370117195,-73.96915435791014,40.76668548583984,N,176,17,4,3,Friday,0.48796818056467933,9.98,0
id2437741,1,2016-03-15 16:06:00,2016-03-15 16:21:00,1,-73.9786605834961,40.76177597045898,-73.9911880493164,40.75016021728516,N,900,16,1,3,Tuesday,1.6678374069352804,6.67,0
id0873990,1,2016-02-18 09:51:05,2016-02-18 09:55:39,1,-73.96998596191406,40.7568359375,-73.97023773193358,40.750682830810554,N,274,9,3,2,Thursday,0.6845228374352484,8.99,0
id0293784,1,2016-03-24 17:55:51,2016-03-24 18:19:07,1,-73.98921203613281,40.73021697998047,-73.9806137084961,40.7597885131836,N,1396,17,3,3,Thursday,3.3670430353678835,8.68,0
id2461930,2,2016-05-13 19:06:53,2016-05-13 19:20:54,1,-73.9737777709961,40.760231018066406,-73.9826431274414,40.77907943725586,N,841,19,4,5,Friday,2.224849093043291,9.52,0
id0086402,2,2016-01-30 09:50:26,2016-01-30 09:54:30,2,-73.98719787597656,40.75054931640625,-73.98158264160156,40.74951934814453,N,244,9,5,1,Saturday,0.4866797960546754,7.18,0
id3045272,2,2016-04-05 18:07:04,2016-04-05 18:18:08,1,-74.00164031982422,40.756439208984375,-73.98562622070312,40.752838134765625,N,664,18,1,4,Tuesday,1.4070699726069693,7.63,0
id0753955,2,2016-05-21 17:27:35,2016-05-21 17:42:52,1,-73.98106384277344,40.7445068359375,-74.00051116943358,40.732421875,N,917,17,5,5,Saturday,2.1190482557972987,8.32,0
id2736803,2,2016-06-04 18:01:40,2016-06-04 18:30:57,1,-74.00577545166014,40.71456527709961,-73.98768615722656,40.72257614135742,N,1757,18,5,6,Saturday,1.76567610246541,3.62,0
id1174613,2,2016-03-03 16:50:22,2016-03-03 16:54:36,6,-73.97434234619139,40.76236724853516,-73.97584533691406,40.75620269775391,N,254,16,3,3,Thursday,0.6970579643103498,9.88,0
id0500857,1,2016-01-27 18:31:23,2016-01-27 18:34:55,2,-73.98245239257811,40.74356460571289,-73.98526000976561,40.744590759277344,N,212,18,2,1,Wednesday,0.26261133907566137,4.46,0
id0076598,2,2016-06-30 08:48:24,2016-06-30 08:58:28,2,-73.98259735107422,40.757339477539055,-73.98487854003906,40.75278091430664,N,604,8,3,6,Thursday,0.5420857339220653,3.23,0
id3544382,2,2016-01-05 19:59:40,2016-01-05 20:13:01,1,-73.99569702148438,40.72542572021485,-74.01493072509764,40.71760559082031,N,801,19,1,1,Tuesday,1.8394072363153429,8.27,0
id3777001,1,2016-01-19 17:35:25,2016-01-19 17:52:02,1,-73.99337005615233,40.74222946166992,-73.99293518066406,40.763126373291016,N,997,17,1,1,Tuesday,2.3239192772439856,8.39,0
id0460206,2,2016-04-19 19:41:27,2016-04-19 19:47:51,1,-73.96878051757811,40.76440048217773,-73.9764175415039,40.76485061645508,N,384,19,1,4,Tuesday,0.645126008074998,6.05,0
id1412454,2,2016-03-25 17:09:12,2016-03-25 17:16:05,2,-73.98876190185547,40.74840927124024,-73.9787826538086,40.75270080566406,N,413,17,4,3,Friday,0.9666212661707553,8.43,0
id3854121,1,2016-05-13 19:23:27,2016-05-13 19:36:45,2,-73.97647094726561,40.76588439941406,-73.95545196533203,40.76868438720703,N,798,19,4,5,Friday,1.7972961063951995,8.11,0
id2107025,1,2016-02-29 08:19:30,2016-02-29 08:39:10,1,-73.98389434814453,40.76554870605469,-73.95916748046875,40.7777099609375,N,1180,8,0,2,Monday,2.4828198299167386,7.57,0
id2846592,2,2016-03-09 16:40:11,2016-03-09 16:46:20,1,-74.00434112548828,40.74853515625,-74.00516510009764,40.74177169799805,N,369,16,2,3,Wednesday,0.7552588928138907,7.37,0
id2470645,2,2016-02-26 07:50:45,2016-02-26 07:57:31,5,-73.99152374267578,40.7299690246582,-73.98165893554686,40.72447204589844,N,406,7,4,2,Friday,1.0318040898441683,9.15,0
id0828048,2,2016-01-27 17:53:03,2016-01-27 18:21:15,2,-73.94328308105469,40.7777099609375,-73.97959899902342,40.753150939941406,N,1692,17,2,1,Wednesday,4.1001929209135675,8.72,0
id1642630,2,2016-06-07 16:09:46,2016-06-07 16:31:30,1,-73.9802474975586,40.76556015014648,-73.96163177490233,40.77937316894531,N,1304,16,1,6,Tuesday,2.1946536889258486,6.06,0
id0665261,1,2016-03-09 17:54:48,2016-03-09 18:04:58,1,-73.97759246826173,40.754642486572266,-73.98251342773438,40.75492477416992,N,610,17,2,3,Wednesday,0.4156857281674701,2.45,0
id2689089,2,2016-04-19 16:59:03,2016-04-19 17:19:58,1,-73.99398803710938,40.72065353393555,-73.9983139038086,40.75078582763672,N,1255,16,1,4,Tuesday,3.370324068261141,9.67,0
id0492233,2,2016-06-03 18:54:31,2016-06-03 19:00:09,1,-73.97416687011719,40.76176071166992,-73.9772186279297,40.75895690917969,N,338,18,4,6,Friday,0.4040608083868341,4.3,0
